Date : 2025-12-01 15:27:38
Directory : /home/denis/vscode_projects/project-game-atlas/packages/backend
Total : 315 files,  15495 codes, 423 comments, 2773 blanks, all 18691 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src/app/modules/seeding/seeders/screenshots                                                                                                                                                                         |          1 |        120 |          0 |         26 |        146 |
| src/app/modules/seeding/services                                                                                                                                                                                    |          1 |         12 |          0 |          2 |         14 |
| src/app/modules/smtp                                                                                                                                                                                                |          4 |        112 |          0 |         24 |        136 |
| src/app/modules/smtp (Files)                                                                                                                                                                                        |          1 |         18 |          0 |          3 |         21 |
| src/app/modules/smtp/services                                                                                                                                                                                       |          2 |         53 |          0 |         12 |         65 |
| src/app/modules/smtp/services/smtp-auth-service                                                                                                                                                                     |          1 |         19 |          0 |          5 |         24 |
| src/app/modules/smtp/services/smtp-code-service                                                                                                                                                                     |          1 |         34 |          0 |          7 |         41 |
| src/app/modules/smtp/templates                                                                                                                                                                                      |          1 |         41 |          0 |          9 |         50 |
| src/app/shared                                                                                                                                                                                                      |         13 |        289 |          0 |         56 |        345 |
| src/app/shared/decorators                                                                                                                                                                                           |          4 |         90 |          0 |         26 |        116 |
| src/app/shared/decorators (Files)                                                                                                                                                                                   |          2 |         14 |          0 |          5 |         19 |
| src/app/shared/decorators/pagination                                                                                                                                                                                |          2 |         76 |          0 |         21 |         97 |
| src/app/shared/dto                                                                                                                                                                                                  |          5 |        107 |          0 |         18 |        125 |
| src/app/shared/dto/request                                                                                                                                                                                          |          2 |         27 |          0 |          9 |         36 |
| src/app/shared/dto/request/pagination                                                                                                                                                                               |          2 |         27 |          0 |          9 |         36 |
| src/app/shared/dto/response                                                                                                                                                                                         |          3 |         80 |          0 |          9 |         89 |
| src/app/shared/dto/response (Files)                                                                                                                                                                                 |          1 |         25 |          0 |          1 |         26 |
| src/app/shared/dto/response/pagination                                                                                                                                                                              |          2 |         55 |          0 |          8 |         63 |
| src/app/shared/enums                                                                                                                                                                                                |          1 |          4 |          0 |          0 |          4 |
| src/app/shared/filters                                                                                                                                                                                              |          1 |         79 |          0 |         12 |         91 |
| src/app/shared/repositories                                                                                                                                                                                         |          2 |          9 |          0 |          0 |          9 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                                                                            | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /home/denis/vscode_projects/project-game-atlas/packages/backend/dist/main.js                                                                                                                                        | JavaScript         |      7,518 |        273 |      1,023 |      8,814 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/dist/package.json                                                                                                                                   | JSON               |        118 |          0 |          0 |        118 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/eslint.config.mjs                                                                                                                                   | JavaScript         |          4 |          0 |          2 |          6 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/package.json                                                                                                                                        | JSON               |        102 |          0 |          0 |        102 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251116223958_initial_setup/migration.sql                                                                                        | MS SQL             |        171 |         37 |         53 |        261 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251116230647_added_personal_library_entities/migration.sql                                                                      | MS SQL             |         23 |          8 |         10 |         41 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251117182821_removed_platform_logo_model/migration.sql                                                                          | MS SQL             |          4 |         11 |          4 |         19 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251117191046_removed_unique_from_platform/migration.sql                                                                         | MS SQL             |          1 |          1 |          1 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251117204318_changed_in_age_rating_categories_rating_from_float_to_string/migration.sql                                         | MS SQL             |          1 |          1 |          1 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251117205815_removed_unique_field_for_age_rating/migration.sql                                                                  | MS SQL             |          1 |          1 |          1 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251118113518_removed_age_ratings_and_added_keywords/migration.sql                                                               | MS SQL             |         26 |         18 |         12 |         56 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251118114413_removed_description_field_from_keyword/migration.sql                                                               | MS SQL             |          1 |          7 |          1 |          9 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251118160500_renamed_password_field_in_user_model/migration.sql                                                                 | MS SQL             |          2 |          8 |          1 |         11 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251119124334_added_note_field_optional_in_personal_lib_game_and_removed_table_personal_note/migration.sql                       | MS SQL             |          4 |         10 |          4 |         18 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251119161328_added_new_enums_for_analytics/migration.sql                                                                        | MS SQL             |          3 |          3 |          3 |          9 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251119211924_added_otp_codes/migration.sql                                                                                      | MS SQL             |         10 |          2 |          3 |         15 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251120174249_/migration.sql                                                                                                     | MS SQL             |          1 |          1 |          1 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251121102319_refactored_naming_of_enums/migration.sql                                                                           | MS SQL             |         12 |         16 |          9 |         37 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251126175519_removed_username/migration.sql                                                                                     | MS SQL             |          2 |          8 |          2 |         12 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/migrations/20251127202004_/migration.sql                                                                                                     | MS SQL             |          6 |         14 |          6 |         26 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/prisma/schema.prisma                                                                                                                                | Prisma             |        184 |          1 |         67 |        252 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/app.module.ts                                                                                                                               | TypeScript         |         34 |          0 |          1 |         35 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/config/env/enums/env.enum.ts                                                                                                                | TypeScript         |         14 |          0 |          4 |         18 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/config/env/env.module.ts                                                                                                                    | TypeScript         |         15 |          0 |          1 |         16 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/config/env/services/env.service.ts                                                                                                          | TypeScript         |         10 |          0 |          2 |         12 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/config/winston-logger/config/winston-logger.config.ts                                                                                       | TypeScript         |         18 |          0 |          1 |         19 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/config/winston-logger/winston-logger.module.ts                                                                                              | TypeScript         |         10 |          0 |          3 |         13 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/analytics.module.ts                                                                                                       | TypeScript         |         26 |          0 |          2 |         28 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/controllers/analytics-read-controller/analytics-read.controller.ts                                                        | TypeScript         |         20 |          0 |          2 |         22 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/dto/index.ts                                                                                                              | TypeScript         |          0 |          0 |          1 |          1 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/dto/request/game-action.dto.ts                                                                                            | TypeScript         |          0 |          0 |          1 |          1 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/dto/request/index.ts                                                                                                      | TypeScript         |          0 |          0 |          1 |          1 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/dto/response/index.ts                                                                                                     | TypeScript         |          2 |          0 |          0 |          2 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/dto/response/prediction-compatibility.dto.ts                                                                              | TypeScript         |         26 |          0 |          4 |         30 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/dto/response/prediction-flags.dto.ts                                                                                      | TypeScript         |         14 |          0 |          3 |         17 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/dto/response/proactive-recommendations.dto.ts                                                                             | TypeScript         |          0 |          0 |          1 |          1 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/services/heuristic-engine-service/heuristic-engine.service.ts                                                             | TypeScript         |         84 |          0 |         16 |        100 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/services/math-core/math-core.service.ts                                                                                   | TypeScript         |         59 |          0 |         13 |         72 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/analytics/services/recommendation-curator/recommendation-curator.service.ts                                                         | TypeScript         |         77 |          0 |         17 |         94 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/auth.module.ts                                                                                                                 | TypeScript         |         57 |          0 |          1 |         58 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/controllers/auth/auth-write-controller/auth-write.controller.ts                                                                | TypeScript         |         78 |          0 |         12 |         90 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/controllers/user/user-read-controller/user-read.controller.ts                                                                  | TypeScript         |         20 |          0 |          4 |         24 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/controllers/user/user-write-controller/user-write.controller.ts                                                                | TypeScript         |         28 |          0 |          5 |         33 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/index.ts                                                                                                                   | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/auth/forgot-password.dto.ts                                                                                        | TypeScript         |          9 |          0 |          1 |         10 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/auth/reset-password.dto.ts                                                                                         | TypeScript         |         13 |          0 |          2 |         15 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/auth/verify-forgot-password-code.dto.ts                                                                            | TypeScript         |          9 |          0 |          1 |         10 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/index.ts                                                                                                           | TypeScript         |          2 |          0 |          0 |          2 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/jwt-token/jwt-token-payload.dto.ts                                                                                 | TypeScript         |         13 |          0 |          2 |         15 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/otp/index.ts                                                                                                       | TypeScript         |          2 |          0 |          0 |          2 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/otp/otp-create.dto.ts                                                                                              | TypeScript         |         19 |          0 |          5 |         24 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/otp/otp-update.dto.ts                                                                                              | TypeScript         |         14 |          0 |          4 |         18 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/user/index.ts                                                                                                      | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/user/user-create.dto.ts                                                                                            | TypeScript         |         21 |          0 |          2 |         23 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/request/user/user-update.dto.ts                                                                                            | TypeScript         |         27 |          0 |          4 |         31 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/response/index.ts                                                                                                          | TypeScript         |          3 |          0 |          2 |          5 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/response/jwt/index.ts                                                                                                      | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/response/jwt/jwt-token-response.dto.ts                                                                                     | TypeScript         |          9 |          0 |          2 |         11 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/response/otp/index.ts                                                                                                      | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/response/otp/otp-response.dto.ts                                                                                           | TypeScript         |         23 |          0 |          7 |         30 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/response/user/index.ts                                                                                                     | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/dto/response/user/user.dto.ts                                                                                                  | TypeScript         |         23 |          0 |          6 |         29 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/guards/at.guard.ts                                                                                                             | TypeScript         |         28 |          0 |          4 |         32 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/guards/local.guard.ts                                                                                                          | TypeScript         |          4 |          0 |          1 |          5 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/providers/otp/otp.provider.ts                                                                                                  | TypeScript         |         15 |          0 |          3 |         18 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/providers/user/index.ts                                                                                                        | TypeScript         |          1 |          0 |          0 |          1 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/providers/user/user.provider.ts                                                                                                | TypeScript         |         19 |          0 |          1 |         20 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/otp/abstracts/iotp-read.repository.ts                                                                             | TypeScript         |          5 |          0 |          3 |          8 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/otp/abstracts/iotp-write.repository.ts                                                                            | TypeScript         |          6 |          0 |          3 |          9 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/otp/implementations/otp-read.repository.ts                                                                        | TypeScript         |         22 |          0 |          5 |         27 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/otp/implementations/otp-write.repository.ts                                                                       | TypeScript         |         42 |          0 |          8 |         50 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/user/abstracts/iuser-read.repository.ts                                                                           | TypeScript         |          6 |          0 |          1 |          7 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/user/abstracts/iuser-write.repository.ts                                                                          | TypeScript         |          5 |          0 |          1 |          6 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/user/implementations/user-read.repository.ts                                                                      | TypeScript         |         36 |          0 |          6 |         42 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/repositories/user/implementations/user-write.repository.ts                                                                     | TypeScript         |         36 |          0 |          5 |         41 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/services/auth/auth-read-service/auth-read.service.ts                                                                           | TypeScript         |         24 |          0 |          5 |         29 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/services/auth/auth-write-service/auth-write.service.ts                                                                         | TypeScript         |         68 |          2 |         19 |         89 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/services/jwt-token/jwt-token.service.ts                                                                                        | TypeScript         |         35 |          0 |          6 |         41 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/services/otp/otp.service.ts                                                                                                    | TypeScript         |         48 |          0 |         19 |         67 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/services/user/user-read-service/user-read.service.ts                                                                           | TypeScript         |         26 |          0 |          8 |         34 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/services/user/user-write-service/user-write.service.ts                                                                         | TypeScript         |         59 |          0 |         17 |         76 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/strategies/at.strategy.ts                                                                                                      | TypeScript         |         22 |          1 |          2 |         25 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/auth/strategies/local.strategy.ts                                                                                                   | TypeScript         |         25 |          0 |          4 |         29 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/controllers/games/game-read-controller/game-read.controller.ts                                                                 | TypeScript         |         73 |          0 |          8 |         81 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/controllers/genres/genres-read-controller/genres-read.controller.ts                                                            | TypeScript         |         27 |          0 |          4 |         31 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/controllers/keywords/keywords-read-controller/keywords-read.controller.ts                                                      | TypeScript         |         39 |          0 |          4 |         43 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/index.ts                                                                                                                   | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/company/company-create.dto.ts                                                                                      | TypeScript         |         45 |          0 |          8 |         53 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/company/company-update.dto.ts                                                                                      | TypeScript         |         30 |          0 |          7 |         37 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/company/index.ts                                                                                                   | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/covers/cover-create.dto.ts                                                                                         | TypeScript         |         53 |          0 |          7 |         60 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/covers/cover-update.dto.ts                                                                                         | TypeScript         |         36 |          0 |          6 |         42 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/covers/index.ts                                                                                                    | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-company/game-company-create.dto.ts                                                                            | TypeScript         |         46 |          0 |          9 |         55 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-company/game-company-update.dto.ts                                                                            | TypeScript         |         28 |          0 |          8 |         36 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-company/index.ts                                                                                              | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-genre/game-genre-create.dto.ts                                                                                | TypeScript         |         26 |          0 |          6 |         32 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-genre/game-genre-update.dto.ts                                                                                | TypeScript         |         16 |          0 |          5 |         21 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-genre/index.ts                                                                                                | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-keyword/game-keyword-create.dto.ts                                                                            | TypeScript         |         26 |          0 |          6 |         32 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-keyword/game-keyword-update.dto.ts                                                                            | TypeScript         |         16 |          0 |          5 |         21 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-keyword/index.ts                                                                                              | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-platform/game-platform-create.dto.ts                                                                          | TypeScript         |          8 |          0 |          1 |          9 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game-platform/game-platform-update.dto.ts                                                                          | TypeScript         |         15 |          0 |          3 |         18 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/game-create.dto.ts                                                                                            | TypeScript         |         70 |          0 |         11 |         81 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/game-filters.dto.ts                                                                                           | TypeScript         |         44 |          0 |          7 |         51 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/game-paginate.dto.ts                                                                                          | TypeScript         |         25 |          0 |          6 |         31 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/game-update.dto.ts                                                                                            | TypeScript         |         49 |          0 |         10 |         59 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/game/index.ts                                                                                                      | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/genres/genre-create.dto.ts                                                                                         | TypeScript         |         26 |          0 |          6 |         32 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/genres/genre-update.dto.ts                                                                                         | TypeScript         |         16 |          0 |          5 |         21 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/genres/index.ts                                                                                                    | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/index.ts                                                                                                           | TypeScript         |         12 |          0 |          1 |         13 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/index.ts                                                                                                  | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/keyword-create.dto.ts                                                                                     | TypeScript         |         37 |          0 |          7 |         44 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/keyword-paginate.dto.ts                                                                                   | TypeScript         |         24 |          0 |          5 |         29 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/keywords/keyword-update.dto.ts                                                                                     | TypeScript         |         20 |          0 |          6 |         26 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform-type/index.ts                                                                                             | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform-type/platform-type-create.dto.ts                                                                          | TypeScript         |         20 |          0 |          5 |         25 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform-type/platform-type-update.dto.ts                                                                          | TypeScript         |         12 |          0 |          4 |         16 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform/index.ts                                                                                                  | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform/platform-create.dto.ts                                                                                    | TypeScript         |         44 |          0 |          9 |         53 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/platform/platform-update.dto.ts                                                                                    | TypeScript         |         28 |          0 |          8 |         36 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/screenshots/index.ts                                                                                               | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/screenshots/screenshots-create.dto.ts                                                                              | TypeScript         |         53 |          0 |          9 |         62 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/request/screenshots/screenshots-update.dto.ts                                                                              | TypeScript         |         36 |          0 |          8 |         44 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/company/company.dto.ts                                                                                            | TypeScript         |         35 |          0 |         10 |         45 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/company/index.ts                                                                                                  | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/covers/cover.dto.ts                                                                                               | TypeScript         |         39 |          0 |         10 |         49 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/covers/index.ts                                                                                                   | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/game-details.dto.ts                                                                                          | TypeScript         |         60 |          0 |          7 |         67 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/game.dto.ts                                                                                                  | TypeScript         |         47 |          0 |         12 |         59 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/index.ts                                                                                                     | TypeScript         |          2 |          0 |          1 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/game/paginate-game.dto.ts                                                                                         | TypeScript         |         33 |          0 |          4 |         37 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/genres/genre.dto.ts                                                                                               | TypeScript         |         27 |          0 |          8 |         35 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/genres/index.ts                                                                                                   | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/index.ts                                                                                                          | TypeScript         |          6 |          0 |          2 |          8 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/keywords/index.ts                                                                                                 | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/keywords/keyword.dto.ts                                                                                           | TypeScript         |         31 |          0 |          9 |         40 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/screenshots/index.ts                                                                                              | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/dto/response/screenshots/screenshots.dto.ts                                                                                    | TypeScript         |         39 |          0 |         11 |         50 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/game.module.ts                                                                                                                 | TypeScript         |         78 |          0 |          2 |         80 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/companies/companies.providers.ts                                                                                     | TypeScript         |         19 |          0 |          3 |         22 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/companies/game-company.providers.ts                                                                                  | TypeScript         |         19 |          0 |          3 |         22 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/companies/index.ts                                                                                                   | TypeScript         |          2 |          0 |          2 |          4 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/covers/covers.providers.ts                                                                                           | TypeScript         |         19 |          0 |          3 |         22 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/covers/index.ts                                                                                                      | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/games/games.providers.ts                                                                                             | TypeScript         |         21 |          0 |          3 |         24 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/games/index.ts                                                                                                       | TypeScript         |          1 |          0 |          2 |          3 |
| /home/denis/vscode_projects/project-game-atlas/packages/backend/src/app/modules/game/providers/genres/game-genres.providers.ts                                                                                      | TypeScript         |         19 |          0 |          3 |         22 |
